SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,54,懸浮微粒,普通,3,.41,37,58,40,18,1.18,222.38,,2014-03-24 08:00
三重,新北市,43,懸浮微粒,良好,2,.76,,43,13,48,,,,2014-03-24 07:00
三義,苗栗縣,54,懸浮微粒,普通,1,.36,47,59,46,21,1.06,197.57,,2014-03-24 08:00
土城,新北市,32,懸浮微粒,良好,2,.63,38,32,28,36,.56,205.79,,2014-03-24 08:00
士林,台北市,40,臭氧,良好,1,.24,48,23,17,21,2.29,119.22,,2014-03-24 08:00
大同,台北市,46,懸浮微粒,良好,2,.71,,46,20,47,,,,2014-03-24 08:00
大里,台中市,54,懸浮微粒,普通,,.61,16,57,36,41,1.04,234.55,,2014-03-24 08:00
大園,桃園縣,34,懸浮微粒,良好,3,.36,39,34,23,29,1.56,185.69,,2014-03-24 08:00
大寮,高雄市,71,懸浮微粒,普通,5,.49,61,92,68,27,1.24,52.99,,2014-03-24 08:00
小港,高雄市,78,懸浮微粒,普通,7,.55,56,105,57,34,1.78,69.79,,2014-03-24 08:00
中山,台北市,46,懸浮微粒,良好,2,.56,39,46,20,41,1.59,135.31,,2014-03-24 08:00
中壢,桃園縣,46,懸浮微粒,良好,4,1.55,13,46,28,43,.91,192.28,,2014-03-24 08:00
仁武,高雄市,57,懸浮微粒,普通,5,.51,46,64,48,36,.63,298.55,,2014-03-24 08:00
斗六,雲林縣,58,懸浮微粒,普通,4,.54,25,67,59,22,.67,223.11,,2014-03-24 08:00
冬山,宜蘭縣,24,臭氧,良好,2,.3,29,24,13,18,.99,322.93,,2014-03-24 08:00
古亭,台北市,40,懸浮微粒,良好,1,.52,36,40,18,38,1.28,67.29,,2014-03-24 08:00
台西,雲林縣,52,懸浮微粒,普通,3,.22,49,53,24,16,3.77,324.83,,2014-03-24 08:00
台東,台東縣,34,臭氧,良好,1,.27,41,22,14,10,1.23,309.81,,2014-03-24 08:00
台南,台南市,63,懸浮微粒,普通,3,.35,43,76,30,26,1.57,50.77,,2014-03-24 08:00
左營,高雄市,70,懸浮微粒,普通,4,.5,56,90,46,23,1.25,1.05,,2014-03-24 08:00
平鎮,桃園縣,29,懸浮微粒,良好,3,.52,31,29,20,35,1.08,155.11,,2014-03-24 08:00
永和,新北市,33,臭氧,良好,2,.97,40,30,27,38,1.04,108.26,,2014-03-24 08:00
安南,台南市,62,懸浮微粒,普通,4,.27,45,73,22,21,1.34,8.78,,2014-03-24 08:00
朴子,嘉義縣,56,懸浮微粒,普通,3,.23,38,62,18,13,.88,33.67,,2014-03-24 08:00
汐止,新北市,27,臭氧,良好,2,.37,33,26,19,31,1,89.28,,2014-03-24 08:00
竹山,南投縣,64,懸浮微粒,普通,3,.51,14,77,50,26,.72,111.12,,2014-03-24 08:00
竹東,新竹縣,49,懸浮微粒,良好,2,.45,26,49,33,27,.75,152.42,,2014-03-24 08:00
西屯,台中市,58,懸浮微粒,普通,4,.57,33,65,39,35,1.12,199.76,,2014-03-24 08:00
沙鹿,台中市,64,懸浮微粒,普通,3,.66,34,77,65,40,1.75,219.9,,2014-03-24 08:00
宜蘭,宜蘭縣,29,懸浮微粒,良好,1,.25,30,29,18,16,.85,215.46,,2014-03-24 08:00
忠明,台中市,54,懸浮微粒,普通,3,.67,24,57,43,36,.89,227.54,,2014-03-24 08:00
松山,台北市,29,臭氧,良好,2,.4,35,27,27,34,1.05,93.64,,2014-03-24 08:00
板橋,新北市,30,臭氧,良好,2,.45,36,30,16,28,2,66.4,,2014-03-24 08:00
林口,新北市,35,臭氧,良好,3,.22,43,23,13,18,2.36,79.43,,2014-03-24 08:00
林園,高雄市,61,臭氧,普通,4,.39,73,54,29,20,2.06,49.56,,2014-03-24 08:00
花蓮,花蓮縣,24,臭氧,良好,2,.26,29,21,13,17,1.98,224.69,,2014-03-24 08:00
金門,金門縣,54,懸浮微粒,普通,5,.39,39,59,39,21,1.44,315.25,,2014-03-24 08:00
前金,高雄市,72,懸浮微粒,普通,4,.57,54,94,63,24,1.22,358.07,,2014-03-24 08:00
前鎮,高雄市,76,懸浮微粒,普通,4,.67,52,102,50,37,1.24,20.9,,2014-03-24 08:00
