SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,40,,良好,4.8,0.3,24,25,25,11,3,43,3,2014-12-18 09:00
三重,新北市,64,懸浮微粒,普通,6.7,2.83,,73,26,44,,,2,2014-12-18 09:00
三義,苗栗縣,35,,良好,1.6,0.23,28,40,16,2.7,3.4,33,2,2014-12-18 09:00
土城,新北市,51,懸浮微粒,普通,1.3,0.49,24,49,22,17,1.6,127,2,2014-12-18 09:00
士林,臺北市,49,,良好,2.3,0.37,28,41,15,,2.6,79,2,2014-12-18 09:00
大同,臺北市,58,懸浮微粒,普通,6.5,2.03,,73,6,43,,,2,2014-12-18 09:00
大里,臺中市,41,,良好,4.8,1.25,6.2,51,28,27,0.9,130,2,2014-12-18 09:00
大園,桃園縣,55,懸浮微粒,普通,2.7,0.23,32,63,17,14,7.5,86,2,2014-12-18 09:00
大寮,高雄市,83,懸浮微粒,普通,12,1.17,3.8,146,67,39,1.3,313,7,2014-12-18 09:00
小港,高雄市,86,懸浮微粒,普通,16,1.73,6.7,135,73,62,1.4,314,8,2014-12-18 09:00
中山,臺北市,62,懸浮微粒,普通,5,1.17,8.1,78,17,38,2.1,94,2,2014-12-18 09:00
中壢,桃園縣,60,懸浮微粒,普通,4.6,1.02,15,65,27,31,2.2,125,2,2014-12-18 09:00
仁武,高雄市,82,懸浮微粒,普通,10,1.26,8.6,128,65,61,0.7,228,8,2014-12-18 09:00
斗六,雲林縣,55,懸浮微粒,普通,4.8,0.52,8.9,65,28,20,0.9,29,2,2014-12-18 09:00
冬山,宜蘭縣,51,懸浮微粒,普通,2.4,0.29,22,59,21,13,2,304,2,2014-12-18 09:00
古亭,臺北市,50,,良好,1.8,0.55,20,49,15,22,3.3,99,2,2014-12-18 09:00
左營,高雄市,76,懸浮微粒,普通,7,0.93,13,100,59,32,1.7,285,7,2014-12-18 09:00
平鎮,桃園縣,56,懸浮微粒,普通,4,0.58,22,59,27,21,4.8,78,2,2014-12-18 09:00
永和,新北市,45,,良好,3,1.28,17,43,11,26,2.4,101,2,2014-12-18 09:00
安南,臺南市,60,懸浮微粒,普通,5.9,0.75,6.2,86,40,28,2,30,3,2014-12-18 09:00
朴子,嘉義縣,63,懸浮微粒,普通,3.2,0.35,15,77,18,16,2.1,50,3,2014-12-18 09:00
汐止,新北市,52,懸浮微粒,普通,4,0.52,13,50,20,30,1.8,46,2,2014-12-18 09:00
竹山,南投縣,56,懸浮微粒,普通,3.4,0.59,6.8,64,29,21,0.7,21,3,2014-12-18 09:00
竹東,新竹縣,45,,良好,1.2,0.24,35,46,15,8.1,3.5,54,2,2014-12-18 09:00
西屯,臺中市,45,,良好,4.3,0.49,14,60,17,20,2.5,37,2,2014-12-18 09:00
沙鹿,臺中市,43,,良好,3,0.32,21,49,12,15,3.2,49,1,2014-12-18 09:00
宜蘭,宜蘭縣,53,懸浮微粒,普通,2.1,0.33,20,76,16,10,1.2,286,2,2014-12-18 09:00
忠明,臺中市,39,,良好,3.1,0.64,10,34,14,27,1.2,48,2,2014-12-18 09:00
松山,臺北市,50,,良好,3.3,0.63,15,46,15,31,2.7,66,2,2014-12-18 09:00
板橋,新北市,50,,良好,2.1,0.88,11,51,15,34,1.5,97,2,2014-12-18 09:00
林口,新北市,49,,良好,2.6,0.3,28,44,18,14,4.6,77,2,2014-12-18 09:00
林園,高雄市,74,懸浮微粒,普通,7.4,0.68,12,108,72,25,2.6,48,9,2014-12-18 09:00
花蓮,花蓮縣,31,,良好,1.9,0.74,5.2,38,9,17,1.3,276,1,2014-12-18 09:00
金門,金門縣,70,懸浮微粒,普通,11,0.35,30,110,27,13,5.1,53,3,2014-12-18 09:00
前金,高雄市,80,懸浮微粒,普通,5.2,1.34,12,116,55,38,0.5,113,6,2014-12-18 09:00
前鎮,高雄市,79,懸浮微粒,普通,5.6,1.04,10,115,,32,1.2,284,,2014-12-18 09:00
南投,南投縣,53,懸浮微粒,普通,3,0.9,7.4,68,34,21,1,63,3,2014-12-18 09:00
屏東,屏東縣,82,懸浮微粒,普通,5.6,1.06,10,115,68,27,0.8,226,8,2014-12-18 09:00
恆春,屏東縣,40,,良好,1.2,0.17,40,38,15,1.3,11,38,2,2014-12-18 09:00
美濃,高雄市,71,懸浮微粒,普通,3.3,0.75,9,101,63,20,1.1,66,7,2014-12-18 09:00
苗栗,苗栗縣,45,,良好,2.9,0.61,14,45,16,19,1.6,49,2,2014-12-18 09:00
埔里,南投縣,60,懸浮微粒,普通,3.4,0.72,4.4,70,49,13,0.7,327,6,2014-12-18 09:00
桃園,桃園縣,56,懸浮微粒,普通,4.3,0.64,21,63,27,22,3.3,96,2,2014-12-18 09:00
馬公,澎湖縣,53,懸浮微粒,普通,3.6,0.26,33,64,23,4.8,8,68,2,2014-12-18 09:00
馬祖,連江縣,62,懸浮微粒,普通,7.5,0.33,30,78,33,12,5.9,55,3,2014-12-18 09:00
基隆,基隆市,40,,良好,1.4,0.29,34,39,16,5.9,1.7,76,2,2014-12-18 09:00
崙背,雲林縣,50,,良好,2.8,0.34,18,54,20,13,2.7,318,2,2014-12-18 09:00
淡水,新北市,51,懸浮微粒,普通,1.9,0.28,29,46,10,11,,,2,2014-12-18 09:00
麥寮,雲林縣,58,懸浮微粒,普通,4.8,0.32,22,78,25,16,4.4,53,2,2014-12-18 09:00
善化,臺南市,56,懸浮微粒,普通,8.2,0.51,5.9,75,33,23,2.2,8.8,3,2014-12-18 09:00
復興,高雄市,82,懸浮微粒,普通,6.2,1.91,4.3,119,61,44,0.6,212,7,2014-12-18 09:00
湖口,新竹縣,50,,良好,4.8,0.42,23,53,20,18,8.5,63,2,2014-12-18 09:00
菜寮,新北市,50,,良好,4,0.75,14,46,22,31,3.2,66,2,2014-12-18 09:00
陽明,臺北市,32,,良好,1.2,0.17,38,25,14,2.7,,,2,2014-12-18 09:00
新竹,新竹市,50,,良好,1.8,0.41,26,49,16,16,4.9,77,2,2014-12-18 09:00
新店,新北市,46,,良好,2,0.43,27,42,16,15,2.3,134,2,2014-12-18 09:00
新莊,新北市,52,懸浮微粒,普通,4,0.75,14,54,21,30,5.5,83,2,2014-12-18 09:00
新港,嘉義縣,56,懸浮微粒,普通,4,0.45,10,76,27,21,2.1,47,3,2014-12-18 09:00
新營,臺南市,54,懸浮微粒,普通,5.4,0.47,4.4,58,26,25,2.2,35,3,2014-12-18 09:00
楠梓,高雄市,72,懸浮微粒,普通,6.8,0.92,4.8,94,61,36,0.9,344,7,2014-12-18 09:00
萬里,新北市,65,懸浮微粒,普通,2.2,0.16,40,66,12,3.2,8.1,47,2,2014-12-18 09:00
萬華,臺北市,52,懸浮微粒,普通,2.9,0.68,9.7,49,24,33,2.8,111,2,2014-12-18 09:00
嘉義,嘉義市,62,懸浮微粒,普通,8.2,0.86,4.9,89,40,23,1.5,29,3,2014-12-18 09:00
彰化,彰化縣,45,,良好,6.4,0.72,6.9,47,20,26,1.8,38,2,2014-12-18 09:00
臺西,雲林縣,52,懸浮微粒,普通,,0.5,18,55,27,18,5.9,33,3,2014-12-18 09:00
臺東,臺東縣,33,,良好,1.2,0.4,24,34,23,8.5,2.3,289,2,2014-12-18 09:00
臺南,臺南市,59,懸浮微粒,普通,7.9,1.1,5.8,77,44,34,1.6,29,3,2014-12-18 09:00
鳳山,高雄市,70,懸浮微粒,普通,11,1.27,10,99,66,42,1.2,303,,2014-12-18 09:00
潮州,屏東縣,89,懸浮微粒,普通,7,0.63,13,111,63,23,0.6,101,8,2014-12-18 09:00
