SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,36,懸浮微粒,良好,5.9,0.15,23,34,25,4.4,4,43,,2014-07-27 08:00
三重,新北市,46,懸浮微粒,良好,6.8,1.69,,69,21,31,,,,2014-07-27 08:00
三義,苗栗縣,33,懸浮微粒,良好,2.4,0.15,22,28,19,5.9,2.9,42,,2014-07-27 08:00
土城,新北市,43,懸浮微粒,良好,3.1,0.6,9.2,46,21,17,0.9,284,,2014-07-27 08:00
士林,臺北市,29,懸浮微粒,良好,7,0.54,17,42,10,19,0.9,193,,2014-07-27 08:00
大同,臺北市,44,懸浮微粒,良好,4.4,1.08,,53,21,22,,,,2014-07-27 08:00
大里,臺中市,35,懸浮微粒,良好,2.6,0.18,26,23,,6.2,3,276,,2014-07-27 08:00
大園,桃園縣,43,懸浮微粒,良好,5,0.16,26,42,22,7.6,1.4,245,,2014-07-27 08:00
大寮,高雄市,0,臭氧,,1.8,0.22,14,,8,5.3,1.2,61,,2014-07-27 08:00
小港,高雄市,26,懸浮微粒,良好,3,0.32,16,24,7,14,1.4,67,,2014-07-27 08:00
中山,臺北市,37,懸浮微粒,良好,2.6,0.53,6.2,43,13,17,1.1,158,,2014-07-27 08:00
中壢,桃園縣,54,懸浮微粒,普通,3.9,0.79,13,58,28,18,0.9,64,,2014-07-27 08:00
仁武,高雄市,35,懸浮微粒,良好,3.7,0.28,15,39,20,9,1.5,81,,2014-07-27 08:00
斗六,雲林縣,41,懸浮微粒,良好,3.3,0.25,17,47,26,5.6,1.9,65,,2014-07-27 08:00
冬山,宜蘭縣,29,懸浮微粒,良好,1.5,0.27,9.3,27,19,5.4,1.1,54,,2014-07-27 08:00
古亭,臺北市,32,懸浮微粒,良好,1.4,0.36,9.8,35,5,8.8,1.5,21,,2014-07-27 08:00
左營,高雄市,33,懸浮微粒,良好,8.4,0.39,12,35,7,18,2.4,46,,2014-07-27 08:00
平鎮,桃園縣,48,懸浮微粒,良好,2.6,0.23,24,39,23,7.7,0.9,296,,2014-07-27 08:00
永和,新北市,21,懸浮微粒,良好,2,0.81,8.1,31,17,12,1.7,130,,2014-07-27 08:00
安南,臺南市,28,懸浮微粒,良好,5.6,0.26,14,39,17,11,2.7,45,,2014-07-27 08:00
