SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,47,,良好,2.2,0.29,13,44,24,9.6,0.5,303,3,2014-10-26 00:00
三重,新北市,41,,良好,3.2,1.93,,37,14,36,,,2,2014-10-26 00:00
三義,苗栗縣,46,,良好,2,0.32,18,48,31,9.3,0.6,12,3,2014-10-26 00:00
土城,新北市,30,,良好,1.3,0.74,3.4,34,9,26,0.5,166,2,2014-10-26 00:00
士林,臺北市,27,,良好,2,0.28,32,17,10,,1.2,89,2,2014-10-26 00:00
大同,臺北市,34,,良好,2.7,1.72,,41,7,38,,,1,2014-10-26 00:00
大里,臺中市,64,懸浮微粒,普通,3.6,0.67,6,73,45,32,0.6,74,4,2014-10-26 00:00
大園,桃園縣,30,,良好,4.2,0.47,5.8,34,10,36,0.8,197,2,2014-10-26 00:00
大寮,高雄市,62,懸浮微粒,普通,2.5,0.45,25,77,42,17,0.7,69,3,2014-10-26 00:00
小港,高雄市,56,懸浮微粒,普通,11,0.25,49,58,27,20,1.1,244,3,2014-10-26 00:00
中山,臺北市,44,,良好,2.3,0.63,12,46,10,27,1.7,112,1,2014-10-26 00:00
中壢,桃園縣,43,,良好,5.6,1.65,0.9,48,19,35,1.2,179,2,2014-10-26 00:00
仁武,高雄市,64,懸浮微粒,普通,5.8,0.81,12,104,46,36,1,51,3,2014-10-26 00:00
斗六,雲林縣,65,懸浮微粒,普通,2.1,0.42,10,51,28,20,1,85,6,2014-10-26 00:00
冬山,宜蘭縣,27,,良好,0.8,0.36,1.4,24,10,20,0.7,292,2,2014-10-26 00:00
古亭,臺北市,29,,良好,2.1,0.49,15,29,15,21,1.5,89,1,2014-10-26 00:00
左營,高雄市,56,懸浮微粒,普通,5.4,0.89,24,81,38,32,1.5,34,3,2014-10-26 00:00
平鎮,桃園縣,37,,良好,4.9,0.75,3.5,43,15,32,1.7,180,2,2014-10-26 00:00
永和,新北市,15,,良好,1.7,0.71,15,15,8,22,0.8,132,1,2014-10-26 00:00
安南,臺南市,61,懸浮微粒,普通,3.4,0.34,16,66,28,18,1.8,333,4,2014-10-26 00:00
朴子,嘉義縣,55,懸浮微粒,普通,2.1,0.18,26,42,7,6.2,0.8,62,2,2014-10-26 00:00
汐止,新北市,19,,良好,3.8,0.41,11,20,9,20,1.3,84,1,2014-10-26 00:00
竹山,南投縣,78,懸浮微粒,普通,2.2,0.49,17,105,70,17,0.9,146,8,2014-10-26 00:00
竹東,新竹縣,35,,良好,2,0.43,10,34,14,14,1.3,134,2,2014-10-26 00:00
西屯,臺中市,51,懸浮微粒,普通,4.7,0.91,1.5,52,24,38,0.5,224,3,2014-10-26 00:00
沙鹿,臺中市,52,懸浮微粒,普通,3.6,0.74,2.5,60,26,32,0.8,58,2,2014-10-26 00:00
宜蘭,宜蘭縣,25,,良好,3.2,0.45,9.4,24,5,12,0.5,215,1,2014-10-26 00:00
忠明,臺中市,56,懸浮微粒,普通,3.9,0.94,1.5,58,26,37,0.4,73,3,2014-10-26 00:00
松山,臺北市,19,,良好,1.7,0.54,8.4,21,8,25,0.9,54,1,2014-10-26 00:00
板橋,新北市,27,,良好,3.7,0.71,7.2,28,9,30,1.1,43,1,2014-10-26 00:00
林口,新北市,20,,良好,3,0.29,24,13,16,17,1.6,84,2,2014-10-26 00:00
林園,高雄市,52,臭氧,普通,4.3,0.24,62,21,17,5.5,1.1,226,3,2014-10-26 00:00
花蓮,花蓮縣,23,,良好,1.1,0.21,28,15,9,4.1,2.2,235,1,2014-10-26 00:00
金門,金門縣,47,,良好,5.6,0.24,44,54,26,9.6,1.5,52,2,2014-10-26 00:00
前金,高雄市,54,懸浮微粒,普通,4.5,0.83,30,64,35,23,1.4,321,3,2014-10-26 00:00
前鎮,高雄市,56,懸浮微粒,普通,16,0.29,47,56,31,21,0.6,93,3,2014-10-26 00:00
南投,南投縣,74,懸浮微粒,普通,2.8,0.69,9.1,92,53,25,1.4,171,6,2014-10-26 00:00
屏東,屏東縣,68,懸浮微粒,普通,5.2,0.72,48,96,48,18,0.8,85,5,2014-10-26 00:00
恆春,屏東縣,34,,良好,0.3,0.09,41,33,6,1.5,5.5,28,1,2014-10-26 00:00
美濃,高雄市,68,懸浮微粒,普通,2.9,0.5,38,72,39,8.6,1.1,61,5,2014-10-26 00:00
苗栗,苗栗縣,50,,良好,2.4,0.6,-0.2,54,23,22,1.1,188,3,2014-10-26 00:00
埔里,南投縣,62,懸浮微粒,普通,3.4,0.74,20,79,70,21,0.5,32,8,2014-10-26 00:00
桃園,桃園縣,22,,良好,5.7,0.57,11,29,8,26,0.5,167,1,2014-10-26 00:00
馬公,澎湖縣,37,,良好,2.6,0.12,45,24,6,1.2,3.3,65,1,2014-10-26 00:00
馬祖,連江縣,44,,良好,3.7,0.14,52,24,12,3.7,1.3,68,2,2014-10-26 00:00
基隆,基隆市,25,,良好,1.3,0.47,17,13,6,15,0.9,278,1,2014-10-26 00:00
崙背,雲林縣,51,懸浮微粒,普通,2.5,0.18,20,40,15,6.7,0.9,325,3,2014-10-26 00:00
淡水,新北市,24,,良好,1.7,0.34,26,23,11,9.9,,,1,2014-10-26 00:00
麥寮,雲林縣,56,懸浮微粒,普通,1,0.15,30,56,13,4.8,1.7,50,2,2014-10-26 00:00
善化,臺南市,64,懸浮微粒,普通,3.7,0.37,11,71,37,15,1.6,326,4,2014-10-26 00:00
