SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,39,懸浮微粒,良好,2.1,0.14,38,45,29,2.7,0.9,267,,2014-07-27 00:00
三重,新北市,42,懸浮微粒,良好,2.6,1.51,,34,20,18,,,,2014-07-27 00:00
三義,苗栗縣,33,懸浮微粒,良好,2,0.25,20,29,20,9,0.6,211,,2014-07-27 00:00
土城,新北市,31,懸浮微粒,良好,1.5,0.43,2.5,28,8,13,1.1,175,,2014-07-27 00:00
士林,臺北市,27,懸浮微粒,良好,1.3,0.16,14,21,8,5,2,94,,2014-07-27 00:00
大同,臺北市,42,懸浮微粒,良好,2.2,0.98,,35,4,17,,,,2014-07-27 00:00
大里,臺中市,38,懸浮微粒,良好,2.9,0.36,17,40,14,15,1.5,168,,2014-07-27 00:00
大園,桃園縣,34,懸浮微粒,良好,6.5,0.53,3.9,36,17,20,1.6,158,,2014-07-27 00:00
大寮,高雄市,33,懸浮微粒,良好,3.7,0.34,5.6,31,14,16,1.3,41,,2014-07-27 00:00
小港,高雄市,36,懸浮微粒,良好,5.7,0.41,6.5,37,3,26,1.7,54,,2014-07-27 00:00
中山,臺北市,40,懸浮微粒,良好,1.1,0.4,3.3,29,10,13,1.6,112,,2014-07-27 00:00
中壢,桃園縣,52,懸浮微粒,普通,4.2,1.65,2.2,56,28,31,1.3,198,,2014-07-27 00:00
仁武,高雄市,42,懸浮微粒,良好,10,0.28,5.3,43,6,21,1.1,50,,2014-07-27 00:00
斗六,雲林縣,35,懸浮微粒,良好,4.3,0.22,24,26,17,6.8,0.7,297,,2014-07-27 00:00
冬山,宜蘭縣,34,懸浮微粒,良好,1.2,0.14,7.4,31,10,3.9,1.2,235,,2014-07-27 00:00
古亭,臺北市,31,懸浮微粒,良好,1.4,0.32,7.6,21,16,10,1.6,19,,2014-07-27 00:00
左營,高雄市,31,懸浮微粒,良好,1.8,0.38,14,28,7,12,0.7,317,,2014-07-27 00:00
平鎮,桃園縣,49,懸浮微粒,良好,4.7,0.69,4,54,25,30,1.8,181,,2014-07-27 00:00
永和,新北市,22,懸浮微粒,良好,1.8,0.46,8.3,16,7,9,1.5,132,,2014-07-27 00:00
安南,臺南市,24,懸浮微粒,良好,1.6,0.23,15,20,3,12,0.6,109,,2014-07-27 00:00
朴子,嘉義縣,34,懸浮微粒,良好,1.7,0.17,19,28,6,7.4,0.7,65,,2014-07-27 00:00
汐止,新北市,18,懸浮微粒,良好,1.7,0.35,2.6,18,10,11,1.5,76,,2014-07-27 00:00
竹山,南投縣,42,懸浮微粒,良好,1.9,0.33,16,51,17,8.6,1.1,199,,2014-07-27 00:00
竹東,新竹縣,44,懸浮微粒,良好,2.9,0.37,8.9,44,23,11,1.4,139,,2014-07-27 00:00
西屯,臺中市,30,懸浮微粒,良好,3.5,0.28,26,38,16,15,1.1,328,,2014-07-27 00:00
沙鹿,臺中市,40,懸浮微粒,良好,4.4,0.27,27,40,30,16,1.5,290,,2014-07-27 00:00
宜蘭,宜蘭縣,44,懸浮微粒,良好,1.9,0.24,12,38,2,4.8,1.7,105,,2014-07-27 00:00
忠明,臺中市,29,懸浮微粒,良好,2.7,0.46,19,34,21,19,0.8,162,,2014-07-27 00:00
松山,臺北市,23,懸浮微粒,良好,,0.47,2.8,15,9,14,1.8,63,,2014-07-27 00:00
板橋,新北市,30,懸浮微粒,良好,0.3,0.59,2.9,23,6,15,1.2,233,,2014-07-27 00:00
林口,新北市,25,懸浮微粒,良好,1.4,0.31,6.9,18,12,14,1.8,79,,2014-07-27 00:00
林園,高雄市,27,懸浮微粒,良好,1.8,0.34,9.8,26,11,15,1.1,63,,2014-07-27 00:00
花蓮,花蓮縣,28,懸浮微粒,良好,1.4,0.21,9.6,20,13,4.1,0.7,283,,2014-07-27 00:00
金門,金門縣,20,懸浮微粒,良好,1,0.13,8,24,8,16,0.4,276,,2014-07-27 00:00
前金,高雄市,32,懸浮微粒,良好,2.2,0.36,16,22,1,14,1.6,331,,2014-07-27 00:00
前鎮,高雄市,29,懸浮微粒,良好,7.3,0.6,4.3,23,20,29,0.9,49,,2014-07-26 23:00
南投,南投縣,40,懸浮微粒,良好,2.9,0.43,13,45,25,13,1.9,136,,2014-07-27 00:00
屏東,屏東縣,28,懸浮微粒,良好,1,0.28,16,19,0,10,1.3,54,,2014-07-27 00:00
恆春,屏東縣,22,懸浮微粒,良好,1.3,0.05,12,21,5,1.4,2.1,72,,2014-07-27 00:00
美濃,高雄市,19,懸浮微粒,良好,0.9,0.17,9.7,17,1,4.3,0.5,52,,2014-07-27 00:00
苗栗,苗栗縣,39,懸浮微粒,良好,2.9,0.3,18,38,24,15,1.9,138,,2014-07-27 00:00
埔里,南投縣,37,懸浮微粒,良好,1.3,0.26,30,38,30,7.4,1,246,,2014-07-27 00:00
桃園,桃園縣,38,懸浮微粒,良好,8,0.57,2.7,25,17,22,0.6,163,,2014-07-27 00:00
馬公,澎湖縣,16,臭氧,良好,1.4,0.11,19,12,4,7.2,0.9,317,,2014-07-27 00:00
馬祖,連江縣,23,懸浮微粒,良好,1.6,0.11,17,22,9,3.5,1.8,192,,2014-07-27 00:00
基隆,基隆市,17,懸浮微粒,良好,1.5,0.28,6.3,18,8,8.2,0.7,283,,2014-07-27 00:00
崙背,雲林縣,28,懸浮微粒,良好,1.2,0.16,17,25,11,7.8,1.3,163,,2014-07-27 00:00
淡水,新北市,27,懸浮微粒,良好,1.5,0.1,17,22,13,1.7,,,,2014-07-27 00:00
麥寮,雲林縣,31,懸浮微粒,良好,2.6,0.25,5.8,27,6,18,2,162,,2014-07-27 00:00
善化,臺南市,20,懸浮微粒,良好,4.1,0.17,14,21,1,6.4,0.4,107,,2014-07-27 00:00
復興,高雄市,26,懸浮微粒,良好,5.6,0.78,2.2,24,0,29,1.1,79,,2014-07-27 00:00
湖口,新竹縣,25,懸浮微粒,良好,4.2,0.33,4.9,27,27,22,1.3,185,,2014-07-27 00:00
菜寮,新北市,0,,,3.5,0.24,59,34,18,8.7,2.5,300,,2014-07-26 15:00
陽明,臺北市,14,臭氧,良好,0.9,0.09,16,3,5,,,,,2014-07-27 00:00
新竹,新竹市,32,懸浮微粒,良好,2.1,0.49,9,32,19,21,0.9,159,,2014-07-27 00:00
新店,新北市,23,懸浮微粒,良好,1,0.27,12,18,11,7.9,1,221,,2014-07-27 00:00
