SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,51,懸浮微粒,普通,5,.47,55,52,26,17,3.94,75.31,,2014-04-01 17:00
三重,新北市,55,懸浮微粒,普通,4,1.97,,60,39,60,,,,2014-04-01 17:00
三義,苗栗縣,40,臭氧,良好,1,.35,48,27,29,10,4,45.23,,2014-04-01 17:00
土城,新北市,38,臭氧,良好,5,.52,46,37,24,26,.98,255.33,,2014-04-01 17:00
士林,台北市,48,臭氧,良好,2,.36,57,31,23,16,1.8,304.47,,2014-04-01 17:00
大同,台北市,48,懸浮微粒,良好,3,1.13,,48,27,34,,,,2014-04-01 17:00
大里,台中市,44,臭氧,良好,3,.72,53,44,25,28,2.4,311.07,,2014-04-01 17:00
大園,桃園縣,43,臭氧,良好,4,.37,51,28,16,30,3.44,43.24,,2014-04-01 17:00
大寮,高雄市,65,臭氧,普通,4,.63,78,76,51,36,2.72,298.24,,2014-04-01 17:00
小港,高雄市,80,懸浮微粒,普通,6,.93,70,110,40,51,2.43,305.67,,2014-04-01 17:00
中山,台北市,53,懸浮微粒,普通,2,1.09,46,56,39,45,1.43,284.08,,2014-04-01 17:00
中壢,桃園縣,49,懸浮微粒,良好,4,.82,43,49,19,41,1.53,49.84,,2014-04-01 17:00
仁武,高雄市,74,懸浮微粒,普通,4,.65,58,97,59,31,2.54,307.09,,2014-04-01 17:00
斗六,雲林縣,54,懸浮微粒,普通,3,.5,64,58,31,18,3.64,41.63,,2014-04-01 17:00
冬山,宜蘭縣,45,臭氧,良好,2,.54,54,35,15,20,3.3,150.82,,2014-04-01 17:00
古亭,台北市,36,臭氧,良好,2,.67,44,36,25,31,1.39,276.26,,2014-04-01 17:00
台西,雲林縣,53,臭氧,普通,3,.33,63,33,19,5,7.58,28.86,,2014-04-01 17:00
台東,台東縣,46,臭氧,良好,1,.49,56,30,13,10,3.07,75.71,,2014-04-01 17:00
台南,台南市,64,懸浮微粒,普通,3,.61,60,77,46,21,2.1,23.77,,2014-04-01 17:00
左營,高雄市,70,懸浮微粒,普通,4,.64,67,91,53,24,2.65,316.31,,2014-04-01 17:00
平鎮,桃園縣,40,臭氧,良好,3,.42,48,39,13,25,1.42,56.07,,2014-04-01 17:00
永和,新北市,35,臭氧,良好,2,1.54,42,32,28,47,1.38,256.07,,2014-04-01 17:00
安南,台南市,69,懸浮微粒,普通,3,.51,62,88,44,24,2.32,348.81,,2014-04-01 17:00
朴子,嘉義縣,56,懸浮微粒,普通,2,.38,59,63,40,10,3.14,66.5,,2014-04-01 17:00
汐止,新北市,36,臭氧,良好,2,.57,44,28,22,43,1.31,106.15,,2014-04-01 17:00
竹山,南投縣,66,懸浮微粒,普通,2,.48,66,82,54,16,1.59,323.48,,2014-04-01 17:00
竹東,新竹縣,37,臭氧,良好,1,.41,44,36,22,21,1.14,40.42,,2014-04-01 17:00
西屯,台中市,42,臭氧,良好,2,.42,51,42,,20,3.95,27.67,,2014-04-01 17:00
沙鹿,台中市,45,臭氧,良好,2,.41,54,42,44,20,4.86,117.02,,2014-04-01 17:00
