SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,62,懸浮微粒,普通,4.2,0.5,10,72,54,26,2.6,52,6,2014-12-25 22:00
三重,新北市,71,懸浮微粒,普通,4.6,2.06,,106,54,51,,,5,2014-12-25 22:00
三義,苗栗縣,48,,良好,1.4,0.42,13,37,23,19,2.4,47,3,2014-12-25 22:00
土城,新北市,60,懸浮微粒,普通,2,0.86,21,72,56,32,0.9,292,6,2014-12-25 22:00
士林,臺北市,56,懸浮微粒,普通,2.6,0.53,45,64,39,15,2.5,109,4,2014-12-25 22:00
大同,臺北市,68,懸浮微粒,普通,4.7,1.54,,84,44,48,,,4,2014-12-25 22:00
大里,臺中市,54,懸浮微粒,普通,2.1,0.73,3.4,66,37,34,0.9,1,3,2014-12-25 22:00
大園,桃園市,68,懸浮微粒,普通,4.1,0.57,32,91,45,26,4.8,74,5,2014-12-25 22:00
大寮,高雄市,72,懸浮微粒,普通,1.3,0.62,5.7,75,50,24,0.8,241,8,2014-12-25 22:00
小港,高雄市,82,懸浮微粒,普通,13,0.97,2,78,51,40,1.2,49,8,2014-12-25 22:00
中山,臺北市,72,懸浮微粒,普通,4.7,1.06,11,102,50,44,1.9,118,4,2014-12-25 22:00
中壢,桃園市,67,懸浮微粒,普通,4.1,1.46,10,85,51,47,1.3,234,5,2014-12-25 22:00
仁武,高雄市,82,懸浮微粒,普通,1.9,0.81,3,78,45,22,0.9,313,7,2014-12-25 22:00
斗六,雲林縣,53,懸浮微粒,普通,3.1,0.71,2.7,26,23,36,2.4,59,4,2014-12-25 22:00
冬山,宜蘭縣,58,懸浮微粒,普通,1.6,0.45,36,59,41,9.8,1.3,261,5,2014-12-25 22:00
古亭,臺北市,62,懸浮微粒,普通,1.8,0.81,19,78,54,33,2.5,100,5,2014-12-25 22:00
左營,高雄市,69,懸浮微粒,普通,3.2,1.22,0.7,74,47,40,1.8,307,7,2014-12-25 22:00
平鎮,桃園市,69,懸浮微粒,普通,5.4,0.84,18,86,53,35,2.6,65,6,2014-12-25 22:00
永和,新北市,58,懸浮微粒,普通,2.7,1.01,18,70,45,34,1.1,117,4,2014-12-25 22:00
安南,臺南市,64,懸浮微粒,普通,2,0.45,15,71,34,22,3,36,3,2014-12-25 22:00
朴子,嘉義縣,68,懸浮微粒,普通,2.2,0.45,15,79,39,19,2.3,105,5,2014-12-25 22:00
汐止,新北市,62,懸浮微粒,普通,3.5,0.75,14,75,57,35,0.7,42,6,2014-12-25 22:00
竹山,南投縣,56,懸浮微粒,普通,1.6,0.24,26,15,2,9.7,2.5,53,3,2014-12-25 22:00
竹東,新竹縣,52,懸浮微粒,普通,1,0.53,35,53,39,14,1.5,71,3,2014-12-25 22:00
西屯,臺中市,59,懸浮微粒,普通,2.2,0.52,8.4,66,49,26,1.5,21,4,2014-12-25 22:00
沙鹿,臺中市,60,懸浮微粒,普通,1.7,0.53,9.4,65,38,25,2,323,4,2014-12-25 22:00
宜蘭,宜蘭縣,58,懸浮微粒,普通,1.6,0.5,25,53,44,11,1.4,296,5,2014-12-25 22:00
忠明,臺中市,56,懸浮微粒,普通,2.2,0.66,2.6,57,36,33,0.6,347,4,2014-12-25 22:00
松山,臺北市,63,懸浮微粒,普通,1.4,0.88,10,75,44,42,1.4,68,5,2014-12-25 22:00
板橋,新北市,64,懸浮微粒,普通,2.6,1.12,8.6,83,55,46,1.2,93,6,2014-12-25 22:00
林口,新北市,63,懸浮微粒,普通,3.2,0.49,38,73,57,12,2.8,63,7,2014-12-25 22:00
林園,高雄市,52,懸浮微粒,普通,1.8,0.44,17,33,27,21,1,50,5,2014-12-25 22:00
花蓮,花蓮縣,43,,良好,2.8,0.81,21,29,13,22,1.1,280,2,2014-12-25 22:00
金門,金門縣,126,懸浮微粒,不良,13,0.75,29,218,98,26,3.8,64,10,2014-12-25 22:00
前金,高雄市,74,懸浮微粒,普通,3.2,1.18,0.6,77,40,39,0.1,0.5,7,2014-12-25 22:00
前鎮,高雄市,70,懸浮微粒,普通,2.7,1.26,0.6,77,42,39,0.7,304,6,2014-12-25 22:00
南投,南投縣,66,懸浮微粒,普通,2.5,1.04,1.3,77,41,34,0.9,299,6,2014-12-25 22:00
屏東,屏東縣,68,懸浮微粒,普通,2.9,1.39,0.8,91,55,43,0.8,198,7,2014-12-25 22:00
