SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,80,懸浮微粒,普通,2,.35,70,111,63,12,2.16,33.09,,2014-02-24 17:00
三重,新北市,70,懸浮微粒,普通,3,1.49,,91,63,74,,,,2014-02-24 17:00
三義,苗栗縣,75,懸浮微粒,普通,3,.48,68,100,66,22,1.88,212.4,,2014-02-24 17:00
土城,新北市,58,懸浮微粒,普通,3,.49,67,67,62,31,1.7,212.26,,2014-02-24 17:00
士林,台北市,58,懸浮微粒,普通,2,.36,62,65,45,24,1.83,294.71,,2014-02-24 17:00
大同,台北市,60,懸浮微粒,普通,3,1.42,,69,64,52,,,,2014-02-24 17:00
大里,台中市,94,懸浮微粒,普通,3,.51,64,139,76,34,1.74,214.43,,2014-02-24 17:00
大園,桃園縣,63,懸浮微粒,普通,5,.44,70,76,65,32,3.9,255.04,,2014-02-24 17:00
大寮,高雄市,62,臭氧,普通,5,.56,74,68,28,32,2.12,287.17,,2014-02-24 17:00
小港,高雄市,50,臭氧,良好,7,.63,60,,28,46,1.78,304.59,,2014-02-24 17:00
中山,台北市,62,懸浮微粒,普通,2,.69,43,73,57,52,1.48,317.59,,2014-02-24 17:00
中壢,桃園縣,74,懸浮微粒,普通,4,1.71,42,98,58,49,1.25,165.96,,2014-02-24 17:00
仁武,高雄市,68,懸浮微粒,普通,5,.57,54,85,29,38,2.35,305.21,,2014-02-24 17:00
斗六,雲林縣,84,懸浮微粒,普通,2,.42,71,117,69,15,1.89,31.45,,2014-02-24 17:00
冬山,宜蘭縣,40,臭氧,良好,2,.33,48,28,12,18,3.99,171.2,,2014-02-24 17:00
古亭,台北市,55,懸浮微粒,普通,2,.51,44,60,52,41,1.49,261.68,,2014-02-24 17:00
台西,雲林縣,65,懸浮微粒,普通,4,.33,65,80,47,23,4.16,30.42,,2014-02-24 17:00
台東,台東縣,38,臭氧,良好,1,.37,45,23,16,10,2.06,68.55,,2014-02-24 17:00
台南,台南市,69,懸浮微粒,普通,2,.48,61,88,45,23,2.47,348.62,,2014-02-24 17:00
左營,高雄市,64,懸浮微粒,普通,4,.4,,79,40,40,2.15,298.02,,2014-02-24 17:00
平鎮,桃園縣,63,懸浮微粒,普通,3,.55,56,76,56,36,1.91,266.43,,2014-02-24 17:00
永和,新北市,60,懸浮微粒,普通,2,.89,43,71,68,57,1.49,247.09,,2014-02-24 17:00
安南,台南市,76,懸浮微粒,普通,1,.34,62,102,41,22,3.13,27.19,,2014-02-24 17:00
朴子,嘉義縣,80,懸浮微粒,普通,2,.34,69,111,57,14,2.29,57.7,,2014-02-24 17:00
汐止,新北市,34,臭氧,良好,2,.29,40,24,19,29,1.19,75.89,,2014-02-24 17:00
竹山,南投縣,82,懸浮微粒,普通,2,.36,73,115,73,15,1.25,333.08,,2014-02-24 17:00
竹東,新竹縣,70,懸浮微粒,普通,2,.44,62,89,62,21,1.8,222.32,,2014-02-24 17:00
西屯,台中市,88,懸浮微粒,普通,2,.48,62,125,71,23,1.82,29.77,,2014-02-24 17:00
沙鹿,台中市,79,懸浮微粒,普通,3,.53,64,108,74,25,2.98,338.81,,2014-02-24 17:00
宜蘭,宜蘭縣,40,臭氧,良好,2,.37,48,37,16,15,2.3,143.64,,2014-02-24 17:00
忠明,台中市,88,懸浮微粒,普通,3,.52,66,125,69,24,1,337.27,,2014-02-24 17:00
松山,台北市,37,臭氧,良好,1,.32,45,32,21,27,1.57,232.06,,2014-02-24 17:00
板橋,新北市,64,懸浮微粒,普通,3,.61,51,78,64,38,2.01,237.86,,2014-02-24 17:00
林口,新北市,62,懸浮微粒,普通,3,.42,57,74,71,29,1.76,240.34,,2014-02-24 17:00
林園,高雄市,60,臭氧,普通,5,.41,72,45,28,24,2.3,273.87,,2014-02-24 17:00
花蓮,花蓮縣,36,臭氧,良好,1,.49,43,28,17,14,1.36,279.16,,2014-02-24 17:00
金門,金門縣,68,懸浮微粒,普通,7,.43,57,85,46,30,3.33,115.6,,2014-02-24 17:00
前金,高雄市,67,懸浮微粒,普通,3,.62,62,84,44,38,2.48,291.22,,2014-02-24 17:00
前鎮,高雄市,64,懸浮微粒,普通,4,.64,63,77,27,43,2.19,307.7,,2014-02-24 17:00
南投,南投縣,78,懸浮微粒,普通,2,.45,67,106,77,18,1.25,56.83,,2014-02-24 17:00
屏東,屏東縣,68,臭氧,普通,3,.5,81,73,34,21,2.88,296.59,,2014-02-24 17:00
恆春,屏東縣,43,臭氧,良好,1,.12,52,30,21,1,4.82,63.42,,2014-02-24 17:00
美濃,高雄市,61,臭氧,普通,2,.32,73,59,21,14,1.69,286.34,,2014-02-24 17:00
苗栗,苗栗縣,69,懸浮微粒,普通,2,.57,59,88,62,25,1.59,296.19,,2014-02-24 17:00
埔里,南投縣,57,臭氧,普通,2,.42,68,54,62,20,2.84,294.14,,2014-02-24 17:00
桃園,桃園縣,59,懸浮微粒,普通,5,.54,61,68,50,34,1.68,244.66,,2014-02-24 16:00
馬公,澎湖縣,52,懸浮微粒,普通,1,.31,56,53,28,5,3.81,75.51,,2014-02-24 17:00
馬祖,連江縣,52,懸浮微粒,普通,2,.36,50,53,26,11,3.2,115.78,,2014-02-24 17:00
基隆,基隆市,41,臭氧,良好,1,.29,50,29,48,30,.71,52.79,,2014-02-24 17:00
崙背,雲林縣,75,懸浮微粒,普通,2,.32,61,100,64,9,2.6,31.64,,2014-02-24 17:00
淡水,新北市,64,懸浮微粒,普通,2,.4,58,77,62,21,,,,2014-02-24 17:00
麥寮,雲林縣,68,懸浮微粒,普通,1,.39,64,87,51,18,3.24,43.6,,2014-02-24 17:00
善化,台南市,70,懸浮微粒,普通,2,.3,66,90,46,13,4.36,332.11,,2014-02-24 17:00
復興,高雄市,66,懸浮微粒,普通,5,.96,60,83,26,48,.84,239.74,,2014-02-24 17:00
湖口,新竹縣,60,懸浮微粒,普通,3,.44,67,71,63,26,2.96,269.63,,2014-02-24 17:00
菜寮,新北市,56,懸浮微粒,普通,2,.48,52,62,69,39,1.25,355.51,,2014-02-24 17:00
陽明,台北市,52,臭氧,普通,1,.23,63,27,22,8,,,,2014-02-24 17:00
新竹,新竹市,65,懸浮微粒,普通,2,.67,63,80,57,30,1.62,274.94,,2014-02-24 17:00
新店,新北市,51,懸浮微粒,普通,2,.45,50,52,51,36,1.59,302.34,,2014-02-24 17:00
新莊,新北市,56,懸浮微粒,普通,2,.49,55,61,62,31,3.13,247.13,,2014-02-24 17:00
新港,嘉義縣,87,懸浮微粒,普通,2,.37,78,124,63,20,2.78,334.09,,2014-02-24 17:00
新營,台南市,79,懸浮微粒,普通,2,.37,68,108,53,16,2.67,29.9,,2014-02-24 17:00
楠梓,高雄市,72,懸浮微粒,普通,3,.48,63,94,,31,3.03,306.32,,2014-02-24 17:00
萬里,新北市,53,臭氧,普通,2,.26,64,,42,15,2.2,41.16,,2014-02-24 17:00
萬華,台北市,56,懸浮微粒,普通,2,.63,42,61,41,45,1.13,285.54,,2014-02-24 17:00
嘉義,嘉義市,76,懸浮微粒,普通,2,.4,69,102,79,17,3.16,11,,2014-02-24 17:00
彰化,彰化縣,82,懸浮微粒,普通,3,.47,63,113,72,34,1.26,353.58,,2014-02-24 17:00
鳳山,高雄市,66,懸浮微粒,普通,6,.57,59,81,27,33,2.23,295.69,,2014-02-24 17:00
潮州,屏東縣,82,臭氧,普通,4,.46,98,88,49,16,2.79,184.6,,2014-02-24 17:00
線西,彰化縣,72,懸浮微粒,普通,3,.41,62,93,59,17,2.59,29.79,,2014-02-24 17:00
橋頭,高雄市,63,懸浮微粒,普通,3,.44,59,76,26,21,3.09,314.5,,2014-02-24 17:00
頭份,苗栗縣,69,懸浮微粒,普通,3,.51,67,88,59,27,1.56,290.24,,2014-02-24 17:00
龍潭,桃園縣,64,懸浮微粒,普通,2,.53,61,78,39,27,3,260.71,,2014-02-24 17:00
豐原,台中市,76,懸浮微粒,普通,2,.56,68,103,73,21,1.67,309.11,,2014-02-24 16:00
關山,台東縣,37,臭氧,良好,1,,44,19,8,7,2.32,224.49,,2014-02-24 17:00
觀音,桃園縣,66,懸浮微粒,普通,6,.37,69,83,56,21,4.68,262.82,,2014-02-24 17:00
